time,u_left,u_right
21.54,-2.5,2.5
21.56,-2.5,2.5
21.58,-2.5,2.5
21.6,2.5,-2.5
21.62,2.5,-2.5
21.64,2.5,-2.5
21.66,2.5,-2.5
21.68,2.5,-2.5
21.7,2.5,-2.5
21.72,2.5,-2.5
21.74,2.5,-2.5
21.76,2.5,-2.5
21.78,2.5,-2.5
21.8,2.5,-2.5
21.82,2.5,-2.5
21.84,2.5,-2.5
21.86,2.5,-2.5
21.88,2.5,-2.5
21.9,2.5,-2.5
21.92,2.5,-2.5
21.94,2.5,-2.5
21.96,2.5,-2.5
21.98,2.5,-2.5
22,2.5,-2.5
22.02,2.5,-2.5
22.04,2.5,-2.5
22.06,2.5,-2.5
22.08,2.5,-2.5
22.1,-2.5,2.5
22.12,-2.5,2.5
22.14,-2.5,2.5
22.16,-2.5,2.5
22.18,-2.5,2.5
22.2,-2.5,2.5
22.22,-2.5,2.5
22.24,-2.5,2.5
22.26,-2.5,2.5
22.28,-2.5,2.5
22.3,-2.5,2.5
22.32,-2.5,2.5
22.34,-2.5,2.5
22.36,-2.5,2.5
22.38,-2.5,2.5
22.4,2.5,-2.5
22.42,2.5,-2.5
22.44,2.5,-2.5
22.46,2.5,-2.5
22.48,2.5,-2.5
22.5,-2.5,2.5
22.52,-2.5,2.5
22.54,-2.5,2.5
22.56,-2.5,2.5
22.58,-2.5,2.5
22.6,-2.5,2.5
22.62,-2.5,2.5
22.64,-2.5,2.5
22.66,-2.5,2.5
22.68,-2.5,2.5
22.7,2.5,-2.5
22.72,2.5,-2.5
22.74,2.5,-2.5
22.76,2.5,-2.5
22.78,2.5,-2.5
22.8,2.5,-2.5
22.82,2.5,-2.5
22.84,2.5,-2.5
22.86,2.5,-2.5
22.88,2.5,-2.5
22.9,2.5,-2.5
22.92,2.5,-2.5
22.94,2.5,-2.5
22.96,2.5,-2.5
22.98,2.5,-2.5
23,2.5,-2.5
23.02,2.5,-2.5
23.04,2.5,-2.5
23.06,2.5,-2.5
23.08,2.5,-2.5
23.1,-2.5,2.5
23.12,-2.5,2.5
23.14,-2.5,2.5
23.16,-2.5,2.5
23.18,-2.5,2.5
23.2,2.5,-2.5
23.22,2.5,-2.5
23.24,2.5,-2.5
23.26,2.5,-2.5
23.28,2.5,-2.5
23.3,-2.5,2.5
23.32,-2.5,2.5
23.34,-2.5,2.5
23.36,-2.5,2.5
23.38,-2.5,2.5
23.4,2.5,-2.5
23.42,2.5,-2.5
23.44,2.5,-2.5
23.46,2.5,-2.5
23.48,2.5,-2.5
23.5,-2.5,2.5
23.52,-2.5,2.5
23.54,-2.5,2.5
23.56,-2.5,2.5
23.58,-2.5,2.5
23.6,-2.5,2.5
23.62,-2.5,2.5
23.64,-2.5,2.5
23.66,-2.5,2.5
23.68,-2.5,2.5
23.7,2.5,-2.5
23.72,2.5,-2.5
23.74,2.5,-2.5
23.76,2.5,-2.5
23.78,2.5,-2.5
23.8,2.5,-2.5
23.82,2.5,-2.5
23.84,2.5,-2.5
23.86,2.5,-2.5
23.88,2.5,-2.5
23.9,-2.5,2.5
23.92,-2.5,2.5
23.94,-2.5,2.5
23.96,-2.5,2.5
23.98,-2.5,2.5
24,2.5,-2.5
24.02,2.5,-2.5
24.04,2.5,-2.5
24.06,2.5,-2.5
24.08,2.5,-2.5
24.1,2.5,-2.5
24.12,2.5,-2.5
24.14,2.5,-2.5
24.16,2.5,-2.5
24.18,2.5,-2.5
24.2,-2.5,2.5
24.22,-2.5,2.5
24.24,-2.5,2.5
24.26,-2.5,2.5
24.28,-2.5,2.5
24.3,-2.5,2.5
24.32,-2.5,2.5
24.34,-2.5,2.5
24.36,-2.5,2.5
24.38,-2.5,2.5
24.4,-2.5,2.5
24.42,-2.5,2.5
24.44,-2.5,2.5
24.46,-2.5,2.5
24.48,-2.5,2.5
24.5,2.5,-2.5
24.52,2.5,-2.5
24.54,2.5,-2.5
24.56,2.5,-2.5
24.58,2.5,-2.5
24.6,2.5,-2.5
24.62,2.5,-2.5
24.64,2.5,-2.5
24.66,2.5,-2.5
24.68,2.5,-2.5
24.7,-2.5,2.5
24.72,-2.5,2.5
24.74,-2.5,2.5
24.76,-2.5,2.5
24.78,-2.5,2.5
24.8,-2.5,2.5
24.82,-2.5,2.5
24.84,-2.5,2.5
24.86,-2.5,2.5
24.88,-2.5,2.5
24.9,-2.5,2.5
24.92,-2.5,2.5
24.94,-2.5,2.5
24.96,-2.5,2.5
24.98,-2.5,2.5
25,2.5,-2.5
25.02,2.5,-2.5
25.04,2.5,-2.5
25.06,2.5,-2.5
25.08,2.5,-2.5
25.1,-2.5,2.5
25.12,-2.5,2.5
25.14,-2.5,2.5
25.16,-2.5,2.5
25.18,-2.5,2.5
25.2,2.5,-2.5
25.22,2.5,-2.5
25.24,2.5,-2.5
25.26,2.5,-2.5
25.28,2.5,-2.5
25.3,-2.5,2.5
25.32,-2.5,2.5
25.34,-2.5,2.5
25.36,-2.5,2.5
25.38,-2.5,2.5
