1526,,,
0,0,,   =1526/8 
0.05,0,,
0.1,0,,
0.15,0,,
0.2,0,,
0.25,0,,
0.3,0,,
0.35,0,,
0.4,0,,
0.45,0,,
0.5,0,,
0.55,0,,
0.6,0,,
0.65,0,,
0.7,0,,
0.75,0,,
0.8,0,,
0.85,0,,
0.9,0,,
0.95,0,,
1,0,,
1.05,0,,
1.1,0,,
1.15,0,,
1.2,0,,
1.25,0,,
1.3,0,,
1.35,0,,
1.4,0,,
1.45,0,,
1.5,0,,
1.55,0,,
1.6,0,,
1.65,0,,
1.7,0,,
1.75,0,,
1.8,0,,
1.85,0,,
1.9,0,,
1.95,0,,
2,0,,
2.05,0,,
2.1,0,,
2.15,0,,
2.2,0,,
2.25,0,,
2.3,0,,
2.35,0,,
2.4,0,,
2.45,0,,
2.5,0,,
2.55,0,,
2.6,0,,
2.65,0,,
2.7,0,,
2.75,0,,
2.8,0,,
2.85,0,,
2.9,0,,
2.95,0,,
3,0,,
3.05,0,,
3.1,0,,
3.15,0,,
3.2,0,,
3.25,0,,
3.3,0,,
3.35,0,,
3.4,0,,
3.45,0,,
3.5,0,,
3.55,0,,
3.6,0,,
3.65,0,,
3.7,0,,
3.75,0,,
3.8,0,,
3.85,0,,
3.9,0,,
3.95,0,,
4,0,,
4.05,0,,
4.1,0,,
4.15,0,,
4.2,0,,
4.25,0,,
4.3,0,,
4.35,0,,
4.4,0,,
4.45,0,,
4.5,0,,
4.55,0,,
4.6,0,,
4.65,0,,
4.7,0,,
4.75,0,,
4.8,0,,
4.85,0,,
4.9,0,,
4.95,0,,
5,0,,
5.05,0,,
5.1,0,,
5.15,0,,
5.2,0.00000021,,
5.25,0.00000084,,
5.3,0.00000211,,
5.35,0.00000422,,
5.4,0.00000739,,
5.45,0.00001183,,
5.5,0.00001774,,
5.55,0.00002534,,
5.6,0.00003485,,
5.65,0.00004646,,
5.69999999,0.0000604,,
5.74999999,0.00007687,,
5.79999999,0.00009609,,
5.84999998,0.00011826,,
5.89999998,0.00014361,,
5.94999997,0.00017233,,
5.99999996,0.00020464,,
6.04999995,0.00024075,,
6.09999993,0.00028088,,
6.14999991,0.00032522,,
6.19999989,0.00037401,,
6.24999986,0.00042744,,
6.29999982,0.00048573,,
6.34999978,0.00054908,,
6.39999974,0.00061772,,
6.44999968,0.00069184,,
6.49999962,0.00077167,,
6.54999954,0.00085741,,
6.59999946,0.00094928,,
6.64999936,0.00104748,,
6.69999925,0.00115222,,
6.74999913,0.00126373,,
6.79999899,0.0013822,,
6.84999883,0.00150786,,
6.89999865,0.00164091,,
6.94999846,0.00178155,,
6.99999824,0.00193002,,
7.04999799,0.0020865,,
7.09999772,0.00225123,,
7.14999742,0.0024244,,
7.19999709,0.00260623,,
7.24999672,0.00279693,,
7.29999633,0.00299671,,
7.34999589,0.00320578,,
7.39999541,0.00342436,,
7.44999489,0.00365265,,
7.49999432,0.00389086,,
7.54999371,0.00413922,,
7.59999304,0.00439792,,
7.64999231,0.00466717,,
7.69999153,0.0049472,,
7.74999068,0.00523822,,
7.79998977,0.00554042,,
7.84998878,0.00585403,,
7.89998773,0.00617925,,
